,ï»¿REGULATING_AGENCY,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CLASSIFICATION,POPULATION,SERVICE_CONNECTIONS,COUNTY,CITY,ZIPCODE,VIOLATION_NUMBER,VIOLATION_TYPE_NAME,ANALYTE_NAME,RESULT,MCL,VIOL_BEGIN_DATE,VIOL_END_DATE,ENF_ACTION_NUMBER,ENF_ACTION_ISSUE_DATE,ENF_ACTION_TYPE_ISSUED
2086,DISTRICT 12 - VISALIA,CA1510001,ARVIN COMMUNITY SERVICES DIST,COMMUNITY,20850,3885,KERN,ARVIN,93203,9912035,"MCL,  AVERAGE",ARSENIC,0.031 MG/L,0.010 MG/L,4/1/16,6/30/16,US EPA#PWS-AOC-2015-6001,9/29/15,US EPA FEDERAL ADMINSTRATIVE ORDER ON CONSENT
2087,DISTRICT 12 - VISALIA,CA1510001,ARVIN COMMUNITY SERVICES DIST,COMMUNITY,20850,3885,KERN,ARVIN,93203,9912036,"MCL,  AVERAGE",ARSENIC,0.031 MG/L,0.010 MG/L,7/1/16,9/30/16,US EPA#PWS-AOC-2015-6001,9/29/15,US EPA FEDERAL ADMINSTRATIVE ORDER ON CONSENT
2088,DISTRICT 12 - VISALIA,CA1510001,ARVIN COMMUNITY SERVICES DIST,COMMUNITY,20850,3885,KERN,ARVIN,93203,9912037,"MCL,  AVERAGE",ARSENIC,0.033 MG/L,0.010 MG/L,10/1/16,12/31/16,US EPA#PWS-AOC-2015-6001,9/29/15,US EPA FEDERAL ADMINSTRATIVE ORDER ON CONSENT
2089,DISTRICT 12 - VISALIA,CA1510001,ARVIN COMMUNITY SERVICES DIST,COMMUNITY,20850,3885,KERN,ARVIN,93203,9912038,"MCL,  AVERAGE",ARSENIC,0.040 MG/L,0.010 MG/L,1/1/17,3/31/17,US EPA#PWS-AOC-2015-6001,9/29/15,US EPA FEDERAL ADMINSTRATIVE ORDER ON CONSENT
2090,DISTRICT 12 - VISALIA,CA1510001,ARVIN COMMUNITY SERVICES DIST,COMMUNITY,20850,3885,KERN,ARVIN,93203,9912039,"MCL,  AVERAGE",ARSENIC,0.040 MG/L,0.010 MG/L,4/1/17,6/30/17,US EPA#PWS-AOC-2015-6001,9/29/15,US EPA FEDERAL ADMINSTRATIVE ORDER ON CONSENT
2091,DISTRICT 12 - VISALIA,CA1510001,ARVIN COMMUNITY SERVICES DIST,COMMUNITY,20850,3885,KERN,ARVIN,93203,9912040,"MCL,  AVERAGE",ARSENIC,0.040 MG/L,0.010 MG/L,7/1/17,9/30/17,US EPA#PWS-AOC-2015-6001,9/29/15,US EPA FEDERAL ADMINSTRATIVE ORDER ON CONSENT
2092,DISTRICT 12 - VISALIA,CA1510001,ARVIN COMMUNITY SERVICES DIST,COMMUNITY,20850,3885,KERN,ARVIN,93203,9912041,"MCL,  AVERAGE",ARSENIC,0.041 MG/L,0.010 MG/L,10/1/17,12/31/17,US EPA#PWS-AOC-2015-6001,9/29/15,US EPA FEDERAL ADMINSTRATIVE ORDER ON CONSENT
2093,DISTRICT 12 - VISALIA,CA1510001,ARVIN COMMUNITY SERVICES DIST,COMMUNITY,20850,3885,KERN,ARVIN,93203,9912046,"MCL,  AVERAGE",ARSENIC,0.044 MG/L,0.010 MG/L,1/1/18,3/31/18,US EPA#PWS-AOC-2015-6001,9/29/15,US EPA FEDERAL ADMINSTRATIVE ORDER ON CONSENT
2094,DISTRICT 12 - VISALIA,CA1510001,ARVIN COMMUNITY SERVICES DIST,COMMUNITY,20850,3885,KERN,ARVIN,93203,9912047,"MCL,  AVERAGE",ARSENIC,0.045 MG/L,0.010 MG/L,4/1/18,6/30/18,US EPA#PWS-AOC-2015-6001,9/29/15,US EPA FEDERAL ADMINSTRATIVE ORDER ON CONSENT
2095,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,1119019,"MCL,  AVERAGE",ARSENIC,.03800000 MG/L,0.010 MG/L,1/1/12,3/31/12,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2096,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,1119019,"MCL,  AVERAGE",ARSENIC,.03800000 MG/L,0.010 MG/L,1/1/12,3/31/12,919017,7/24/17,RETURN TO COMPLIANCE
2097,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,1219020,"MCL,  AVERAGE",ARSENIC,.03800000 MG/L,0.010 MG/L,4/1/12,6/30/12,919017,7/24/17,RETURN TO COMPLIANCE
2098,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,1219020,"MCL,  AVERAGE",ARSENIC,.03800000 MG/L,0.010 MG/L,4/1/12,6/30/12,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2099,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,1219021,"MCL,  AVERAGE",ARSENIC,.03800000 MG/L,0.010 MG/L,7/1/12,9/30/12,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2100,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,1219021,"MCL,  AVERAGE",ARSENIC,.03800000 MG/L,0.010 MG/L,7/1/12,9/30/12,919017,7/24/17,RETURN TO COMPLIANCE
2101,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919002,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,10/1/12,12/31/12,919017,7/24/17,RETURN TO COMPLIANCE
2102,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919002,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,10/1/12,12/31/12,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2103,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919003,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,1/1/13,3/31/13,919017,7/24/17,RETURN TO COMPLIANCE
2104,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919003,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,1/1/13,3/31/13,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2105,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919004,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,4/1/13,6/30/13,919017,7/24/17,RETURN TO COMPLIANCE
2106,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919004,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,4/1/13,6/30/13,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2107,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919005,"MCL,  AVERAGE",ARSENIC,0.037 MG/L,0.010 MG/L,10/1/13,12/31/13,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2108,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919005,"MCL,  AVERAGE",ARSENIC,0.037 MG/L,0.010 MG/L,10/1/13,12/31/13,919017,7/24/17,RETURN TO COMPLIANCE
2109,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919006,"MCL,  AVERAGE",ARSENIC,0.037 MG/L,0.010 MG/L,1/1/14,3/31/14,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2110,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919006,"MCL,  AVERAGE",ARSENIC,0.037 MG/L,0.010 MG/L,1/1/14,3/31/14,919017,7/24/17,RETURN TO COMPLIANCE
2111,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919007,"MCL,  AVERAGE",ARSENIC,0.039 MG/L,0.010 MG/L,7/1/14,9/30/14,919017,7/24/17,RETURN TO COMPLIANCE
2112,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919007,"MCL,  AVERAGE",ARSENIC,0.039 MG/L,0.010 MG/L,7/1/14,9/30/14,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2113,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919008,"MCL,  AVERAGE",ARSENIC,0.040 MG/L,0.010 MG/L,10/1/14,12/31/14,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2114,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919008,"MCL,  AVERAGE",ARSENIC,0.040 MG/L,0.010 MG/L,10/1/14,12/31/14,919017,7/24/17,RETURN TO COMPLIANCE
2115,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919009,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,7/1/13,9/30/13,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2116,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919009,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,7/1/13,9/30/13,919017,7/24/17,RETURN TO COMPLIANCE
2117,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919010,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,4/1/14,6/30/14,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2118,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919010,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,4/1/14,6/30/14,919017,7/24/17,RETURN TO COMPLIANCE
2119,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919013,"MCL,  AVERAGE",ARSENIC,0.039 MG/L,0.010 MG/L,4/1/15,6/30/15,919017,7/24/17,RETURN TO COMPLIANCE
2120,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919013,"MCL,  AVERAGE",ARSENIC,0.039 MG/L,0.010 MG/L,4/1/15,6/30/15,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2121,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919024,"MCL,  AVERAGE",ARSENIC,0.040 MG/L,0.010 MG/L,7/1/15,9/30/15,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2122,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919024,"MCL,  AVERAGE",ARSENIC,0.040 MG/L,0.010 MG/L,7/1/15,9/30/15,919017,7/24/17,RETURN TO COMPLIANCE
2123,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919025,"MCL,  AVERAGE",ARSENIC,0.037 MG/L,0.010 MG/L,10/1/15,12/31/15,919017,7/24/17,RETURN TO COMPLIANCE
2124,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919025,"MCL,  AVERAGE",ARSENIC,0.037 MG/L,0.010 MG/L,10/1/15,12/31/15,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2125,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919026,"MCL,  AVERAGE",ARSENIC,0.037 MG/L,0.010 MG/L,1/1/16,3/31/16,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2126,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919026,"MCL,  AVERAGE",ARSENIC,0.037 MG/L,0.010 MG/L,1/1/16,3/31/16,919017,7/24/17,RETURN TO COMPLIANCE
2127,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919027,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,4/1/16,6/30/16,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2128,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919027,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,4/1/16,6/30/16,919017,7/24/17,RETURN TO COMPLIANCE
2129,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919028,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,7/1/16,9/30/16,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2130,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919028,"MCL,  AVERAGE",ARSENIC,0.038 MG/L,0.010 MG/L,7/1/16,9/30/16,919017,7/24/17,RETURN TO COMPLIANCE
2131,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919029,"MCL,  AVERAGE",ARSENIC,0.043 MG/L,0.010 MG/L,10/1/16,12/31/16,919017,7/24/17,RETURN TO COMPLIANCE
2132,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919029,"MCL,  AVERAGE",ARSENIC,0.043 MG/L,0.010 MG/L,10/1/16,12/31/16,919010,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2133,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919030,"MCL,  AVERAGE",ARSENIC,0.043 MG/L,0.010 MG/L,1/1/17,3/31/17,919011,3/10/15,FORMAL ENFORCEMENT ACTION ISSUED
2134,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919031,"MCL,  AVERAGE",ARSENIC,.041 MG/L,0.010 MG/L,4/1/17,6/30/17,919011,3/10/15,FORMAL ENFORCEMENT ACTION ISSUED
2135,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919032,"MCL,  AVERAGE",ARSENIC,0.041 MG/L,0.010 MG/L,7/1/17,9/30/17,919011,3/10/15,FORMAL ENFORCEMENT ACTION ISSUED
2136,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919033,"MCL,  AVERAGE",ARSENIC,0.041 MG/L,0.010 MG/L,10/1/17,12/31/17,919011,3/10/15,FORMAL ENFORCEMENT ACTION ISSUED
2137,DISTRICT 19 - TEHACHAPI,CA1510002,BORON CSD,COMMUNITY,2253,588,KERN,BORON,93596,9919034,"MCL,  AVERAGE",ARSENIC,0.041 MG/L,0.010 MG/L,4/1/18,6/30/18,919011,3/10/15,FORMAL ENFORCEMENT ACTION ISSUED
2138,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,1212035,"MCL,  AVERAGE",ARSENIC,.01050000 MG/L,0.010 MG/L,1/1/12,3/31/12,912012,12/18/08,FORMAL ENFORCEMENT ACTION ISSUED
2139,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,1212035,"MCL,  AVERAGE",ARSENIC,.01050000 MG/L,0.010 MG/L,1/1/12,3/31/12,9512005,5/15/17,STATE INTENTIONAL NO ACTION TAKEN
2140,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,1212036,"MCL,  AVERAGE",ARSENIC,.01080000 MG/L,0.010 MG/L,4/1/12,6/30/12,9512005,5/15/17,STATE INTENTIONAL NO ACTION TAKEN
2141,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,1212036,"MCL,  AVERAGE",ARSENIC,.01080000 MG/L,0.010 MG/L,4/1/12,6/30/12,912012,12/18/08,FORMAL ENFORCEMENT ACTION ISSUED
2142,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,1212037,"MCL,  AVERAGE",ARSENIC,.01200000 MG/L,0.010 MG/L,7/1/12,9/30/12,9512005,5/15/17,STATE INTENTIONAL NO ACTION TAKEN
2143,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,1212037,"MCL,  AVERAGE",ARSENIC,.01200000 MG/L,0.010 MG/L,7/1/12,9/30/12,912012,12/18/08,FORMAL ENFORCEMENT ACTION ISSUED
2144,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512003,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,10/1/12,12/31/12,912012,12/18/08,FORMAL ENFORCEMENT ACTION ISSUED
2145,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512003,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,10/1/12,12/31/12,9512005,5/15/17,STATE INTENTIONAL NO ACTION TAKEN
2146,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512004,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,1/1/13,3/31/13,9512005,5/15/17,STATE INTENTIONAL NO ACTION TAKEN
2147,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512004,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,1/1/13,3/31/13,912012,12/18/08,FORMAL ENFORCEMENT ACTION ISSUED
2148,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512005,"MCL,  AVERAGE",ARSENIC,0.0112 MG/L,0.010 MG/L,4/1/13,6/30/13,9512005,5/15/17,STATE INTENTIONAL NO ACTION TAKEN
2149,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512005,"MCL,  AVERAGE",ARSENIC,0.0112 MG/L,0.010 MG/L,4/1/13,6/30/13,912012,12/18/08,FORMAL ENFORCEMENT ACTION ISSUED
2150,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512006,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,7/1/13,9/30/13,9512005,5/15/17,STATE INTENTIONAL NO ACTION TAKEN
2151,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512006,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,7/1/13,9/30/13,912012,12/18/08,FORMAL ENFORCEMENT ACTION ISSUED
2152,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512007,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,10/1/13,12/31/13,9512005,5/15/17,STATE INTENTIONAL NO ACTION TAKEN
2153,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512007,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,10/1/13,12/31/13,912012,12/18/08,FORMAL ENFORCEMENT ACTION ISSUED
2154,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512008,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,1/1/14,3/31/14,912012,12/18/08,FORMAL ENFORCEMENT ACTION ISSUED
2155,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512008,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,1/1/14,3/31/14,9512005,5/15/17,STATE INTENTIONAL NO ACTION TAKEN
2156,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512009,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,4/1/14,6/30/14,912012,12/18/08,FORMAL ENFORCEMENT ACTION ISSUED
2157,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512009,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,4/1/14,6/30/14,9512005,5/15/17,STATE INTENTIONAL NO ACTION TAKEN
2158,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512010,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,1/1/17,3/31/17,912012,12/18/08,FORMAL ENFORCEMENT ACTION ISSUED
2159,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512010,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,1/1/17,3/31/17,9512005,5/15/17,STATE INTENTIONAL NO ACTION TAKEN
2160,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512011,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,4/1/17,6/30/17,9512006,5/15/17,FORMAL ENFORCEMENT ACTION ISSUED
2161,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512012,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,7/1/17,9/30/17,9512006,5/15/17,FORMAL ENFORCEMENT ACTION ISSUED
2162,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512013,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,10/1/17,12/31/17,9512006,5/15/17,FORMAL ENFORCEMENT ACTION ISSUED
2163,DISTRICT 12 - VISALIA,CA1510012,LAMONT PUBLIC UTILITY DIST,COMMUNITY,19057,3300,KERN,LAMONT,93241,9512014,STATE PRIMARY MCL VIOL - NOT CR6,"1,2,3-TRICHLOROPROPANE",0.000064 MG/L, ,1/1/18,3/31/18,9512008,5/18/18,CA STATE ACTION ISSUED
2164,DISTRICT 19 - TEHACHAPI,CA1510016,RAND COMMUNITIES WATER DISTRICT,COMMUNITY,450,249,KERN,JOHANESBURG,93528,1119036,"MCL,  AVERAGE",ARSENIC,.02000000 MG/L,0.010 MG/L,1/1/12,3/31/12,919034,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2165,DISTRICT 19 - TEHACHAPI,CA1510016,RAND COMMUNITIES WATER DISTRICT,COMMUNITY,450,249,KERN,JOHANESBURG,93528,1119036,"MCL,  AVERAGE",ARSENIC,.02000000 MG/L,0.010 MG/L,1/1/12,3/31/12,9919019,7/24/17,RETURN TO COMPLIANCE
2166,DISTRICT 19 - TEHACHAPI,CA1510016,RAND COMMUNITIES WATER DISTRICT,COMMUNITY,450,249,KERN,JOHANESBURG,93528,1219037,"MCL,  AVERAGE",ARSENIC,.02000000 MG/L,0.010 MG/L,4/1/12,6/30/12,919034,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2167,DISTRICT 19 - TEHACHAPI,CA1510016,RAND COMMUNITIES WATER DISTRICT,COMMUNITY,450,249,KERN,JOHANESBURG,93528,1219037,"MCL,  AVERAGE",ARSENIC,.02000000 MG/L,0.010 MG/L,4/1/12,6/30/12,9919019,7/24/17,RETURN TO COMPLIANCE
2168,DISTRICT 19 - TEHACHAPI,CA1510016,RAND COMMUNITIES WATER DISTRICT,COMMUNITY,450,249,KERN,JOHANESBURG,93528,1219039,"MCL,  AVERAGE",ARSENIC,.02000000 MG/L,0.010 MG/L,7/1/12,9/30/12,919034,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2169,DISTRICT 19 - TEHACHAPI,CA1510016,RAND COMMUNITIES WATER DISTRICT,COMMUNITY,450,249,KERN,JOHANESBURG,93528,1219039,"MCL,  AVERAGE",ARSENIC,.02000000 MG/L,0.010 MG/L,7/1/12,9/30/12,9919019,7/24/17,RETURN TO COMPLIANCE
2170,DISTRICT 19 - TEHACHAPI,CA1510016,RAND COMMUNITIES WATER DISTRICT,COMMUNITY,450,249,KERN,JOHANESBURG,93528,9912010,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,10/1/12,12/31/12,919034,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2171,DISTRICT 19 - TEHACHAPI,CA1510016,RAND COMMUNITIES WATER DISTRICT,COMMUNITY,450,249,KERN,JOHANESBURG,93528,9912010,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,10/1/12,12/31/12,9919019,7/24/17,RETURN TO COMPLIANCE
2172,DISTRICT 19 - TEHACHAPI,CA1510016,RAND COMMUNITIES WATER DISTRICT,COMMUNITY,450,249,KERN,JOHANESBURG,93528,9912011,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,1/1/13,3/31/13,919034,1/23/09,FORMAL ENFORCEMENT ACTION ISSUED
2173,DISTRICT 19 - TEHACHAPI,CA1510016,RAND COMMUNITIES WATER DISTRICT,COMMUNITY,450,249,KERN,JOHANESBURG,93528,9912011,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,1/1/13,3/31/13,9919019,7/24/17,RETURN TO COMPLIANCE
2174,DISTRICT 19 - TEHACHAPI,CA1510016,RAND COMMUNITIES WATER DISTRICT,COMMUNITY,450,249,KERN,JOHANESBURG,93528,9912012,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,4/1/13,6/30/13,9919019,7/24/17,RETURN TO COMPLIANCE
